temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Product,Unit_Price,Discount,Total_Price,Quantity
274.66,271.47,270.19,273.13,275.18,1013,78,4.87,272,23,1,4,2,1.46,0.05,9.71,6649
274.66,271.47,270.19,273.13,275.18,1013,78,4.87,272,23,1,4,3,3.12,0.0,31.2,6797
274.66,271.47,270.19,273.13,275.18,1013,78,4.87,272,23,1,4,4,2.93,0.0,29.3,6959
274.66,271.47,270.19,273.13,275.18,1013,78,4.87,272,23,1,4,5,1.83,0.05,27.82,6529
274.66,271.47,270.19,273.13,275.18,1013,78,4.87,272,23,1,4,6,3.69,0.1,308.85,7227
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,0,3.46,0.0,44.98,6025
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,1,1.59,0.0,17.49,6812
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,2,1.75,0.0,10.5,7292
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,3,3.12,0.0,34.32,6439
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,4,2.93,0.0,32.23,6498
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,5,2.31,0.0,6.93,7245
273.54,268.35,267.94,272.58,274.24,1011,65,6.53,305,85,1,2,6,3.23,0.0,16.15,5570
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,0,3.46,0.0,51.9,5480
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,1,1.59,0.0,14.31,6542
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,2,1.75,0.0,1.75,6357
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,3,3.12,0.0,43.68,6996
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,4,3.03,0.1,109.08,5581
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,5,2.31,0.0,20.79,7940
271.85,268.28,268.79,270.23,272.4,1022,74,2.32,349,14,1,4,6,3.23,0.0,38.76,5930
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,0,3.46,0.0,38.06,6782
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,1,1.59,0.0,12.72,6224
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,2,1.75,0.0,3.5,6611
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,3,3.12,0.0,43.68,6576
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,4,2.36,0.1,82.84,7374
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,5,2.31,0.0,18.48,5895
270.41,268.35,266.88,269.74,271.22,1029,84,2.5,333,82,1,1,6,3.23,0.0,35.53,6201
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,0,3.38,0.1,304.2,7303
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,1,1.59,0.0,4.77,7854
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,2,1.32,0.05,51.41,7886
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,3,3.12,0.0,34.32,6200
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,4,3.51,0.05,136.71,7364
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,5,1.65,0.05,59.56,6618
271.01,267.62,268.41,269.25,271.84,1020,75,1.85,209,99,1,2,6,2.62,0.1,134.41,6818
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,0,2.88,0.05,188.78,6044
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,1,2.02,0.1,158.17,7044
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,2,2.48,0.05,47.12,7566
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,3,2.41,0.05,27.47,6896
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,4,2.93,0.0,26.37,8193
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,5,2.31,0.0,13.86,6799
272.8,270.7,269.65,271.47,273.44,1021,84,2.56,251,98,0,0,6,2.29,0.05,58.74,7651
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,0,3.46,0.0,13.84,6135
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,1,1.59,0.0,14.31,6953
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,2,1.75,0.0,22.75,6713
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,3,2.77,0.05,2.63,5449
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,4,2.93,0.0,20.51,6761
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,5,2.31,0.0,11.55,8800
276.19,273.09,271.88,275.36,276.56,1019,80,5.3,238,100,1,2,6,3.23,0.0,45.22,6671
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,0,3.46,0.0,41.52,8236
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,1,1.59,0.0,7.95,6878
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,2,1.75,0.0,22.75,7316
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,3,3.64,0.1,144.14,6978
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,4,4.45,0.15,370.68,6984
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,5,2.31,0.0,25.41,6998
276.81,273.0,272.26,274.82,277.16,1008,76,6.2,227,97,1,2,6,3.11,0.1,223.92,7338
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,0,2.23,0.1,128.45,7350
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,1,1.59,0.0,22.26,6502
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,2,1.75,0.0,10.5,7497
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,3,3.12,0.0,34.32,6919
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,4,2.93,0.0,20.51,6235
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,5,2.48,0.1,127.22,7426
279.52,272.63,275.69,277.59,279.8,999,61,6.25,198,66,1,1,6,3.23,0.0,19.38,6411
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,0,3.07,0.05,43.75,6939
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,1,1.59,0.0,20.67,7417
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,2,1.75,0.0,19.25,7573
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,3,3.92,0.1,328.1,6660
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,4,2.93,0.0,2.93,6451
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,5,2.31,0.0,20.79,7501
282.29,277.71,278.59,280.85,282.89,991,73,8.45,201,100,2,5,6,3.23,0.0,32.3,6565
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,0,3.46,0.0,27.68,6302
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,1,1.59,0.0,6.36,5979
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,2,1.75,0.0,10.5,6406
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,3,3.12,0.0,40.56,6227
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,4,2.93,0.0,2.93,6420
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,5,2.31,0.0,34.65,6060
274.37,273.95,272.08,273.68,275.27,997,97,2.03,336,100,1,2,6,3.23,0.0,38.76,4920
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,0,2.13,0.05,2.02,7566
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,1,1.59,0.0,14.31,6983
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,2,1.75,0.0,5.25,7453
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,3,2.54,0.05,7.24,6252
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,4,3.11,0.05,59.09,6400
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,5,2.31,0.0,23.1,7025
273.64,272.44,270.39,272.58,275.27,995,91,2.83,126,97,1,2,6,3.23,0.0,3.23,7704
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,0,3.4,0.05,184.11,5833
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,1,1.42,0.05,47.22,7091
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,2,2.24,0.1,147.17,6030
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,3,3.12,0.0,18.72,6547
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,4,2.56,0.15,171.9,6332
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,5,3.29,0.15,181.77,7272
273.26,270.41,270.17,270.93,273.78,1001,79,2.59,237,99,1,2,6,2.45,0.05,139.65,7918
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,0,3.46,0.0,44.98,6261
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,1,2.04,0.05,153.1,7163
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,2,1.75,0.0,17.5,7517
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,3,3.12,0.0,6.24,6884
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,4,2.93,0.0,38.09,6915
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,5,2.31,0.0,34.65,6261
271.62,269.26,267.31,270.23,272.49,1011,82,3.58,229,83,1,1,6,3.61,0.1,198.19,7373
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,0,3.46,0.0,10.38,6218
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,1,1.59,0.0,23.85,6560
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,2,1.75,0.0,14.0,7569
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,3,3.12,0.0,18.72,6837
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,4,3.11,0.1,212.72,7134
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,5,2.19,0.05,62.42,6603
273.74,270.98,270.38,271.48,274.16,1018,80,2.98,242,95,1,2,6,3.23,0.0,32.3,6998
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,0,3.34,0.05,44.42,6233
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,1,1.59,0.0,6.36,6851
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,2,1.75,0.0,24.5,6697
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,3,2.63,0.1,142.02,5978
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,4,2.22,0.05,82.25,6494
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,5,3.19,0.15,254.88,6652
275.18,273.1,271.02,274.25,275.78,1011,86,4.56,241,100,1,2,6,3.23,0.0,22.61,6946
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,0,2.33,0.05,75.26,7502
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,1,1.59,0.0,17.49,6421
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,2,1.75,0.0,3.5,6606
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,3,3.12,0.0,40.56,6547
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,4,2.93,0.0,26.37,7106
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,5,2.24,0.05,125.55,6899
274.19,273.62,271.08,273.07,274.71,1004,96,2.79,118,100,1,2,6,2.6,0.1,184.86,6056
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,0,3.46,0.0,6.92,7092
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,1,1.59,0.0,20.67,6952
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,2,1.75,0.0,7.0,7406
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,3,3.12,0.0,43.68,6789
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,4,2.84,0.05,80.94,6983
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,5,2.31,0.0,16.17,6152
279.26,276.59,275.27,278.28,279.89,996,83,6.49,254,100,2,5,6,3.2,0.1,288.0,6343
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,0,3.01,0.1,159.83,6770
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,1,2.71,0.1,219.51,6307
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,2,2.51,0.05,176.45,5914
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,3,3.12,0.0,18.72,6880
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,4,2.57,0.05,92.78,5852
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,5,2.31,0.0,23.1,6636
272.2,267.28,268.02,270.91,272.67,1006,66,3.57,88,96,1,2,6,2.55,0.05,113.86,7565
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,0,3.46,0.0,17.3,7017
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,1,1.59,0.0,20.67,6471
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,2,1.75,0.0,8.75,6919
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,3,3.12,0.0,24.96,7067
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,4,2.93,0.0,14.65,6654
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,5,2.31,0.0,25.41,6552
271.86,267.8,267.66,269.26,273.12,1000,71,3.51,107,99,1,2,6,3.23,0.0,45.22,6074
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,0,3.46,0.0,13.84,8053
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,1,1.59,0.0,19.08,6600
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,2,1.75,0.0,14.0,7228
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,3,3.12,0.0,46.8,6596
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,4,2.93,0.0,17.58,6528
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,5,2.31,0.0,30.03,7203
276.01,273.74,273.01,274.39,276.56,1002,85,3.09,251,100,1,2,6,3.23,0.0,48.45,7121
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,0,3.46,0.0,3.46,6633
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,1,1.51,0.05,25.82,8066
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,2,2.07,0.05,92.43,6443
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,3,3.12,0.0,9.36,6478
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,4,2.59,0.05,14.76,6426
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,5,2.58,0.05,186.28,7162
281.87,278.62,279.41,279.82,282.67,1002,80,4.37,227,57,2,5,6,2.59,0.1,125.87,6842
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,0,3.46,0.0,51.9,7482
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,1,1.59,0.0,12.72,6353
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,2,1.67,0.05,22.21,5762
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,3,3.23,0.1,264.54,6889
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,4,2.93,0.0,29.3,6287
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,5,2.31,0.0,13.86,7036
280.77,278.58,277.8,280.23,281.38,1002,86,4.91,293,100,2,5,6,1.79,0.1,64.44,6719
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,0,3.46,0.0,6.92,7087
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,1,1.59,0.0,4.77,5728
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,2,2.01,0.15,162.31,7174
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,3,3.12,0.0,9.36,8005
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,4,2.93,0.0,20.51,6441
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,5,2.31,0.0,20.79,6499
276.04,274.87,274.39,274.67,277.33,1016,92,1.72,109,98,1,2,6,3.23,0.0,19.38,6305
276.56,274.12,274.41,274.8,277.57,1015,84,2.24,74,100,1,2,0,3.46,0.0,6.92,6957
276.56,274.12,274.41,274.8,277.57,1015,84,2.24,74,100,1,2,1,1.59,0.0,20.67,6993
276.56,274.12,274.41,274.8,277.57,1015,84,2.24,74,100,1,2,2,1.75,0.0,8.75,6140
276.56,274.12,274.41,274.8,277.57,1015,84,2.24,74,100,1,2,3,3.12,0.0,15.6,6519
